Fecha|Hora|Seccion|Titulo|Descripcion|Autor|link|hora_extraida|transformacion_datetime
28/07/2024|18:11|A que Hora|Ruta B del Metropolitano, julio 2024: revisa su horario y nuevo recorrido|Conoce el horario y nueva ruta B actualizada del Metropolitano que viene beneficiando a miles de usuarios.|Redacción EC|/respuestas/a-que-hora/horario-ruta-b-del-metropolitano-este-es-su-nuevo-recorrido-tdpe-noticia/|18|2024-07-30 00:16:03.069087
28/07/2024|18:10|Mercados|Precio del dólar en Perú, domingo 28 de julio: a cuánto cerró el tipo de cambio hoy |Consulta la cotización en compra y venta de la moneda estadounidense en el país de este domingo 28 de julio.|Redacción EC|/economia/mercados/precio-del-dolar-en-hoy-peru-2024-a-cuanto-esta-el-dolar-este-domingo-28-de-julio-tipo-de-cambio-segun-bcrp-tasa-cotizacion-compra-y-venta-segun-bcr-dolares-a-soles-sbs-ocona-lbposting-noticia/|18|2024-07-30 00:16:03.069087
28/07/2024|18:06|Qué|META IA respondió qué pasará con el futuro de la humanidad|Una guerra nuclear o una pandemia son algunos de los escenarios que plantea la inteligencia artificial de Meta.|Redacción EC|/respuestas/que/a-meta-ai-le-preguntaron-sobre-el-fin-de-la-humanidad-y-esto-respondio-tdpe-noticia/|18|2024-07-30 00:16:03.069087
28/07/2024|18:05|Qué|Tras el cese de operaciones de Bodytech: ¿qué pasará con sus clientes?|La cadena colombiana de gimnasios se despide del Perú luego de 16 años de operaciones. |Redacción EC|/respuestas/que/bodytech-en-que-gimnasio-se-atenderan-los-clientes-tras-anuncio-del-cierre-de-sus-locales-gym-smart-fit-tdpe-noticia/|18|2024-07-30 00:16:03.069087
28/07/2024|18:03|Días especiales|Receta de picarones de El rincón que no conoces|Compartimos la receta y secretos para cocinar los tradicionales picarones con la experiencia del restaurante criollo El rincón que no conoces. Pr...|Redacción EC|/provecho/recetas/dias-especiales/receta-de-picarones-el-rincon-que-no-conoces-ingredientes-preparacion-receta-gratis-secretos-pasos-tips-comidas-cocina-platos-gastronomia-peru-noticia/|18|2024-07-30 00:16:03.069087
28/07/2024|18:03|Restaurantes|Don Tito y la tradición del buen pollo a la brasa: sus dueños hacen un repaso a su historia|Una joya escondida de San Borja se expandió por la ciudad y ganó renombre gracias a su buena sazón. Conoce la historia de este negocio familiar q...|Marilia Pastor|/provecho/restaurantes/polleria-don-tito-cumple-40-anos-asi-mantiene-la-tradicion-del-buen-pollo-a-la-brasa-mientras-continua-su-expansion-por-lima-restaurante-san-borja-noticia/|18|2024-07-30 00:16:03.069087
28/07/2024|18:01|Lima|Dina Boluarte anunció que se aprobará la Política Nacional Multisectorial de DD.HH. al 2040|La mandataria señaló que la medida tendrá como objetivo “reducir la desigualdad y la discriminación estructural”. |Redacción EC|/lima/fiestas-patrias-2024-dina-boluarte-anuncio-que-se-aprobara-la-politica-nacional-multisectorial-de-derechos-humanos-al-2040-ddhh-28-y-29-de-julio-congreso-gobierno-ultimas-noticia/|18|2024-07-30 00:16:03.069087
28/07/2024|17:59|Restaurantes|El Chino Yuan, el restaurante que trae a Lima la experiencia de la comida chino venezolana |La nostalgia por el arroz chino venezolano, uno de los platillos que más extrañaban de su país natal, unió a los dos socios detrás de este espaci...|Melvyn Arce Ruiz|/provecho/restaurantes/el-chino-yuan-el-restaurante-que-ofrece-en-lima-la-experiencia-de-la-comida-chino-venezolana-gastronomia-china-venezuela-platos-carta-bebidas-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:55|Venezuela|"Quién es María Corina Machado, la opositora que complica la reelección de Maduro en Venezuela sin estar en la papeleta | PERFIL"|Expertos y observadores han dicho que la oposición tiene en estas elecciones oportunidades reales de ganar y esa posibilidad pasa por una campaña...|Agencia AP|/mundo/venezuela/elecciones-venezuela-2024-maria-corina-machado-quien-es-la-opositora-que-complica-la-reeleccion-de-nicolas-maduro-en-venezuela-sin-estar-en-la-papeleta-edmundo-gonzalez-urrutia-perfil-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:55|Venezuela|"Quién es Edmundo González Urrutia, el inesperado candidato opositor que pretende sacar a Maduro del poder en Venezuela | PERFIL"|María Corina Machado no pudo inscribirse como candidata por una inhabilitación política que pesa sobre ella por 15 años y el exdiplomático jubila...|Agencia AP|/mundo/venezuela/elecciones-venezuela-2024-edmundo-gonzalez-urrutia-quien-es-el-inesperado-candidato-opositor-que-pretende-sacar-a-nicolas-maduro-del-poder-maria-corina-machado-perfil-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:55|Venezuela|Los motivados venezolanos colman los centros de votación en unas presidenciales cruciales|“Las personas están mucho más motivadas con relación a procesos electorales anteriores, es motivación de la bonita”, dijo este hombre de 33 años ...|Agencia EFE|/mundo/venezuela/elecciones-venezuela-2024-los-motivados-venezolanos-colman-los-centros-de-votacion-en-unas-presidenciales-cruciales-nicolas-maduro-maria-corina-machado-edmundo-gonzalez-urrutia-ultimas-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:39|Venezuela|González Urrutia le saca 34 puntos de ventaja a Maduro en Venezuela: ¿tiene asegurada la victoria el 28 de julio?|El oficialismo, liderado por Nicolás Maduro, y la oposición, encabezada por Edmundo González Urrutia, se medirán el 28 de julio en unas eleccione...|Roger Zuzunaga Ruiz|/mundo/venezuela/venezuela-encuestas-para-la-eleccion-presidencial-del-28-de-julio-edmundo-gonzalez-urrutia-le-saca-34-puntos-de-ventaja-a-nicolas-en-sondeo-de-delphos-quien-va-ganando-en-venezuela-maria-corina-machado-chavismo-psuv-mud-pud-cne-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:30|País|Feriado 29 de julio: Conoce AQUÍ la lista de feriados del 2024 en Perú|Como es costumbre, muchos peruanos ya están revisando el calendario de feriados del 2024 para poder aprovechar esos días de descanso en realizar ...|Redacción EC|/videos/pais/conoce-aqui-la-lista-de-feriados-del-2024-en-peru-dias-festivos-viajes-turismo-calendario-video-nnav-vr-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:18|Centroamérica|El embajador de Venezuela afirma que en Cuba las votaciones han sido “en total normalidad”|Venezuela cuenta actualmente con una población de aproximadamente 29,4 millones de personas, de las cuales 21,4 millones pueden teóricamente vota...|Agencia EFE|/mundo/centroamerica/elecciones-venezuela-2024-el-embajador-de-venezuela-orlando-maneiro-afirma-que-en-cuba-las-votaciones-han-sido-en-total-normalidad-edmundo-gonzalez-urrutia-nicolas-maduro-maria-corina-machado-pud-cne-ultimas-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:15|Lima|Dina Boluarte: “Nos hemos puesto la meta de implementar 40 bibliotecas provinciales”|El anuncio lo hizo durante su Mensaje a la Nación. Con esta iniciativa, el Gobierno busca impulsar la lectura a nivel nacional. |Redacción EC|/lima/fiestas-patrias-2024-dina-boluarte-nos-hemos-puesto-la-meta-de-implementar-40-bibliotecas-provinciales-28-y-29-de-julio-dia-de-la-independencia-del-peru-congreso-gobierno-fiestas-patrias-de-peru-ultimas-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:14|Venezuela|Elecciones en Venezuela: representante de la oposición denuncia impedimento para entrar al Consejo Nacional Electoral |Tampoco se le ha permitido el acceso a otros dos representantes de la coalición, dijo Delsa Solórzano, abogada y fundadora de su propia tienda po...|Agencia AP|/mundo/venezuela/elecciones-venezuela-2024-delsa-solorzano-denuncia-impedimento-para-entrar-al-consejo-nacional-electoral-edmundo-gonzalez-urrutia-nicolas-maduro-maria-corina-machado-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:07|Dónde|En estos 3 puntos de Lima podrás recoger tu licencia de conducir durante Fiestas Patrias|Los usuarios podrán recoger sus brevetes en los Centros de Atención al Ciudadano (MAC) de Lima Metropolitana. |Redacción EC|/respuestas/donde/en-estos-3-puntos-de-lima-podras-recoger-tu-licencia-de-conducir-durante-fiestas-patrias-via-mtc-tdpe-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:06|Actualidad|Carlos Contreras: “El problema de fondo es la incapacidad de ponernos de acuerdo”|El reconocido historiador y columnista de este Diario hace una revisión de lo que vivimos en comparación con épocas pasadas. La mayor conclusión ...|Milagros Leiva|/politica/actualidad/carlos-contreras-historiador-el-problema-de-fondo-es-la-incapacidad-de-ponernos-de-acuerdo-crisis-politica-historia-del-peru-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:04|Gobierno|Los mitos del último 28, por Fernando Vivas|Apuramos elecciones; menospreciamos logros y sobrevaloramos desgracias. En el descarte, quedan sueños selectivos.  |Fernando Vivas|/politica/gobierno/fiestas-patrias-discurso-de-dina-boluarte-los-mitos-del-ultimo-28-por-fernando-vivas-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:00|Gobierno|Dina Boluarte en mensaje a la Nación: “Nuestro Gobierno tiene prevista la fusión de dos pares de ministerios” |La presidenta de la República anunció ante el Congreso, en su mensaje por Fiestas Patrias, que la iniciativa será presentada ante el Parlamento q...|Redacción EC|/politica/gobierno/fiestas-patrias-dina-boluarte-nuestro-gobierno-tiene-prevista-la-fusion-de-dos-pares-de-ministerios-video-28-y-29-de-julio-mensaje-a-la-nacion-dina-boluarte-independencia-del-peru-congreso-gobierno-ultimas-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|17:00|Lima|"Centro de Lima: venezolanos se reúnen para exigir elecciones limpias en su país | FOTOS "|Los ciudadanos venezolanos se reunieron desde tempranas horas de la mañana para exigir libertad en su país.|Redacción EC|/lima/elecciones-venezuela-2024-centro-de-lima-venezolanos-se-reunen-para-exigir-elecciones-limpias-en-su-pais-fotos-nicolas-maduro-ultimas-noticia/|17|2024-07-30 00:16:03.069087
28/07/2024|16:52|Mercados|CONSULTA, Precio de DolarToday y Monitor Dólar hoy, 28 de julio: Cotización del dólar en Venezuela|Conoce el precio y cotización del dólar en suelo bolivariano y revisa los últimos movimientes del billete para el cierre de semana hoy, domingo 2...|Redacción EC|/economia/mercados/dolartoday-y-monitor-dolar-hoy-precio-y-cotizacion-del-dolar-en-venezuela-dolar-paralelo-dolar-bcv-cuanto-esta-el-dolar-en-vnzl-bitcoin-tdex-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:50|Centroamérica|Presidente de Panamá espera que el voto “libre” marque el rumbo democrático de Venezuela|Cientos de venezolanos que viven en Panamá acudieron este domingo a emitir su voto en la sede de la legación diplomática venezolana en la capital...|Agencia EFE|/mundo/centroamerica/elecciones-venezuela-2024-edmundo-gonzalez-urrutia-presidente-de-panama-jose-raul-mulino-espera-que-el-voto-libre-marque-el-rumbo-democratico-de-venezuela-nicolas-maduro-maria-corina-machado-pud-cne-ultimas-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:50|Polideportivo|Sol Aguirre: “Estoy orgullosa de poder sacar la garra peruana”|Nuestra representante debuta en los Juegos Olímpicos en uno de los destinos más retadores del surf mundial. Antes del mayor desafío de su promete...|Felipe Casapía Coello|/deporte-total/polideportivo/sol-aguirre-surf-el-sueno-olimpico-de-una-peruana-en-la-monumental-ola-de-teahupoo-estoy-orgullosa-de-poder-sacar-la-garra-peruana-surf-juegos-olimpicos-paris-2024-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:50|Mercados|Precio del Dólar hoy, domingo 28 de julio: Cotización y tipo de cambio  según el BCRP|Consulta la última jornada y movimientos del dólar y su cotización para hoy, 28 de julio del 2024.|Redacción EC|/economia/mercados/dolar-en-peru-hoy-tipo-de-cambio-en-compra-y-venta-segun-el-bcrp-precio-del-dolar-hoy-cotizacion-sbs-sunat-ocona-tdpe-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:47|Gobierno|Dina Boluarte y su mensaje a la Nación: análisis del discurso por 28 de julio|El mensaje de la mandataria por Fiestas Patrias duró poco más de cinco horas. Revisa aquí el análisis y cada detalle del discurso de Dina Boluart...|Redacción EC|/politica/gobierno/dina-boluarte-mensaje-a-la-nacion-en-vivo-hoy-por-28-de-julio-2024-desde-el-congreso-en-directo-analisis-del-discurso-de-la-presidenta-por-fiestas-patrias-caso-rolex-video-lbposting-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:45|Entretenimiento|Fiestas Patrias: Nataniel Sánchez se ‘roba’ el show de Eva Ayllón en España|La actriz Nataniel Sánchez se animó a subir al escenario y bailar al ritmo de Eva Ayllón en Barcelona, España. La cantante ofreció un concierto p...|Redacción EC|/videos/entretenimiento/fiestas-patrias-nataniel-sanchez-se-roba-el-show-de-eva-ayllon-en-espana-28-y-29-de-julio-fernanda-al-fondo-hay-sitio-nnav-viral-video-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:37|Deportes|París 2024: Estados Unidos supera con facilidad a Serbia en baloncesto|Kevin Durant regresó de una lesión para producir una clase magistral de tiro mientras Estados Unidos inició la defensa de su corona olímpica de b...|Redacción EC|/videos/deportes/paris-2024-estados-unidos-supera-con-facilidad-a-serbia-en-baloncesto-nnav-agafp-video-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:34|Gobierno|"Dina Boluarte: así se desarrolló el extenso mensaje a la Nación ante el Congreso | VIDEO"|“Asumí la presidencia de la República en un momento dramático y difícil. Recibí un país paralizado, por responsabilidad de un gobierno causante d...|Víctor Reyes Parra|/politica/gobierno/mensaje-a-la-nacion-de-dina-boluarte-en-vivo-por-28-de-julio-ceremonia-en-el-congreso-fiestas-patrias-discurso-caso-rolex-gabinete-ministros-anuncios-directo-tv-peru-video-noticia/|16|2024-07-30 00:16:03.069087
28/07/2024|16:34|Historias|“Una bienvenida a la peruana”: Renato Cisneros y una crónica de su llegada a Lima en plenas Fiestas Patrias|“No digo que las cosas fueran mejores antes, pero siento que la corrupción a esa escala cotidiana también se ha profesionalizado. Los ilícitos qu...|Renato Cisneros|/somos/historias/una-bienvenida-a-la-peruana-renato-cisneros-y-una-cronica-de-su-llegada-a-lima-en-plenas-fiestas-patrias-noticia/|16|2024-07-30 00:16:03.069087
27/07/2024|23:56|Televisión|‘El Gran Chef: Famosos’: Carlos Palma, Jely Reátegui y Gachi Rivero pasan al siguiente ciclo|Quienes no lograron salvarse fueron Christian Thorsen, Adolfo Aguilar y Wendy Menéndez.|Redacción EC|/tvmas/television/el-gran-chef-famosos-carlos-palma-jely-reategui-y-gachi-rivero-pasan-al-siguiente-ciclo-ultimas-noticia/|23|2024-07-30 00:16:03.069087
27/07/2024|23:25|Cómo|De esta forma puedes desacticvar Meta AI en WhatsApp 2024 en tu teléfono|Desde hace algunos años empezaba a ser difundida hasta que por fin la IA creada por la empresa de Mark Zuckerberg, es una realidad dentro de popu...|Redacción EC|/respuestas/como/meta-ai-en-whatsapp-2024-como-puedo-desactivar-esta-nueva-funcion-tdpe-noticia/|23|2024-07-30 00:16:03.069087
27/07/2024|23:18|Fútbol mundial|Mercado de fichajes Europeo 2024 EN VIVO: transferencias, altas, bajas y rumores|El mercado de pases en el Viejo Continente no se detiene. Sigue aquí las últimas transferencias, salidas y posibles llegadas en Real Madrid, Barc...|Redacción EC|/deporte-total/futbol-mundial/mercado-de-fichajes-en-europa-en-vivo-ultimas-noticias-de-transferencias-rumores-altas-y-bajas-fabrizio-romano-real-madrid-barcelona-manchester-city-liga-espana-premier-league-serie-a-bundesliga-lbposting-noticia/|23|2024-07-30 00:16:03.069087
27/07/2024|22:33|México|“Si alguien como El Mayo soltara toda la información, sería algo potencialmente desestabilizador para las relaciones de México y EE.UU.”|Falko Ernst, analista sénior en México del International Crisis Group, señala en una entrevista que el arresto de Ismael El Mayo Zambada podría d...|BBC News Mundo|/mundo/mexico/el-mayo-zambada-si-alguien-como-el-mayo-soltara-toda-la-informacion-seria-algo-potencialmente-desestabilizador-para-las-relaciones-de-mexico-y-estados-unidos-joaquin-guzman-lopez-cartel-de-sinaloa-el-chapo-guzman-noticia/|22|2024-07-30 00:16:03.069087
27/07/2024|22:30|Venezuela|Maduro llama “fracasados” a expresidentes latinoamericanos impedidos de viajar a Venezuela|Varias delegaciones de parlamentarios españoles y latinoamericanos no pudieron entrar a Venezuela tras la negativa de las autoridades. |Agencia EFE|/mundo/venezuela/elecciones-venezuela-2024-nicolas-maduro-llama-fracasados-a-expresidentes-latinoamericanos-impedidos-de-viajar-edmundo-gonzalez-ultimas-noticia/|22|2024-07-30 00:16:03.069087
27/07/2024|22:15|Venezuela|Por qué las elecciones presidenciales en Venezuela son las más inciertas desde 2013 (pese a los obstáculos que denuncia la oposición)|Este 28 de julio, la oposición venezolana acude unida a unas presidenciales en las que aspira a derrotar al chavismo, que podría perder el poder ...|BBC News Mundo|/mundo/venezuela/elecciones-venezuela-2024-por-que-los-comicios-presidenciales-son-los-mas-inciertos-desde-2013-pese-a-los-obstaculos-que-denuncia-la-oposicion-edmundo-gonzalez-urrutia-nicolas-maduro-maria-corina-machado-noticia/|22|2024-07-30 00:16:03.069087
27/07/2024|22:02|Respuestas|Temblor en Perú: cuál es la magnitud del último sismo reportado hoy, sábado 27 de julio|Mira aquí los reportes del Instituto Geofísico del Perú (IGP) sobre los últimos sismos en el país. |Redacción EC|/respuestas/temblor-en-peru-hoy-ultimos-sismos-reportados-en-julio-hora-magnitud-y-epicentro-segun-el-igp-instituto-geofisico-del-peru-arequipa-callao-lima-canete-lbposting-noticia/|22|2024-07-30 00:16:03.069087
27/07/2024|21:59|Política|Gustavo Pacheco es elegido presidente del Parlamento Andino|El excongresista aseguró que continuará desarrollando diferentes acciones que beneficien a los ciudadanos de la región.|Redacción EC|/politica/gustavo-pacheco-politico-peruano-es-elegido-presidente-del-parlamento-andino-ultimas-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:59|Colombia|Temblor en Colombia: epicentro e intensidad del último sismo de hoy, sábado 27 de julio vía SGC|Mira aquí los reportes del Servicio Geológico Colombiano (SGC) sobre los últimos sismos en el país.|Redacción EC|/respuestas/colombia/temblor-en-colombia-hoy-en-vivo-via-el-sgc-ultimo-sismo-26-y-27-de-julio-epicentro-magnitud-y-hora-exacta-servicio-geologico-colombiano-santander-antioquia-co-lbposting-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:54|Trailers|Comic-Con 2024: Robert Downey Jr. reaparece en Marvel como el Doctor Doom|Marvel Studios anunció sus nuevos proyectos en la Comic-Con de San Diego y sorprendió a todos sus fanáticos al presentar a Robert Downey Jr. como...|Redacción EC|/videos/trailers/comic-con-2024-robert-downey-jr-reaparece-en-marvel-como-el-doctor-doom-iron-man-san-diego-avengers-nnav-video-redes-sociales-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:30|Actualidad|Gemini, la IA de Google, se renueva con la actualización Flash 1.5 e incrementa su potencia|Google integra un nuevo modelo para Gemini: así es 1.5 Flash que promete mejores y más rápidas respuestas|Redacción EC|/tecnologia/actualidad/gemini-la-ia-de-google-se-renueva-con-la-actualizacion-flash-15-e-incrementa-su-potencia-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:08|Justicia|Las implicancias legales para Balcázar tras revelar que mantiene comunicación con el prófugo Vladimir Cerrón|El comandante general de la Policía advirtió que de ocultar información el parlamentario estaría cometiendo un ilícito. Especialistas advierten q...|Alexander Villarroel Zurita|/politica/justicia/peru-libre-las-implicancias-legales-para-jose-balcazar-tras-revelar-que-mantenia-comunicacion-con-el-profugo-vladimir-cerron-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:07|Actualidad|La mesa que aplaude a Dina, por Fernando Vivas|Se impuso la misma alianza del ‘Bloque Democrático’ en la Mesa Directiva, como acto previo a un mensaje presidencial que no desentonará con el Co...|Fernando Vivas|/politica/actualidad/eduardo-salhuana-dina-boluarte-la-mesa-que-aplaude-a-dina-por-fernando-vivas-congreso-de-la-republica-mesa-directiva-alianza-para-el-progreso-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:05|Fútbol mundial|VIDEO: ver resumen y goles de Puebla vs. Inter Miami (0-2) por Leagues Cup|Puebla cayó 0-2 ante Inter Miami por la fecha 1 de la Leagues Cup 2024. |Redacción EC|/deporte-total/futbol-mundial/puebla-vs-inter-miami-en-vivo-online-via-mls-pass-por-leagues-cup-horarios-y-donde-ver-partido-gratis-futbol-libre-tv-video-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:01|Deportes|El llanto de Endrick durante su presentación como nuevo futbolista del Real Madrid|El Real Madrid presentó a la joven estrella brasileña Endrick, que jugará en el club blanco las próximas seis temporadas, en un acto celebrado el...|Redacción EC|/videos/deportes/el-llanto-de-endrick-durante-su-presentacion-como-nuevo-futbolista-del-real-madrid-viral-brasil-nnav-video-agafp-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|21:00|Mercados|Precio del dólar en Perú, sábado 27 de julio: a cuánto cerró el tipo de cambio hoy|Consulta la cotización en compra y venta de la moneda estadounidense en el país de este sábado 27 de julio.|Redacción EC|/economia/mercados/precio-del-dolar-hoy-en-peru-2024-a-cuanto-esta-el-dolar-este-sabado-27-de-julio-tipo-de-cambio-tasa-cotizacion-compra-y-venta-segun-bcr-dolares-a-soles-sbs-ocona-lbposting-noticia/|21|2024-07-30 00:16:03.069087
27/07/2024|20:55|Oriente Medio|Al menos 30 muertos en un bombardeo israelí contra una escuela en Gaza, según Hamás|El ejército de Israel atacó una escuela cerca de Deir al-Balah, una ciudad en el centro de Gaza.|Agencia AFP|/mundo/oriente-medio/guerra-israel-hamas-al-menos-30-muertos-en-un-bombardeo-israeli-contra-una-escuela-en-gaza-segun-hamas-palestina-ultimas-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:54|Fútbol peruano|Tabla de la Liga 1: así quedaron las posiciones del Torneo Clausura tras la fecha 3|Conoce cómo van los equipos del fútbol peruano en la tabla de posiciones de la Liga 1 2024, sus ubicaciones en el Torneo Clausura y cómo está el ...|Redacción EC|/deporte-total/futbol-peruano/tabla-liga-1-en-vivo-hoy-partidos-y-resultados-fecha-3-torneo-clausura-ver-tabla-de-posiciones-liga-1-2024-actualizada-como-esta-el-acumulado-como-queda-y-en-que-puestos-van-universitario-vs-alianza-lima-sporting-cristal-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:44|Justicia|Eduardo Arana: PJ rechaza archivar investigación a ministro por caso “Los Cuellos Blancos del Puerto”|El Ministerio Público seguirá investigando a Arana y a Walter Ríos hasta enero del 2025 tras ampliación del plazo por ocho meses.|Redacción EC|/politica/justicia/eduardo-arana-pj-rechaza-archivar-investigacion-a-ministro-por-caso-los-cuellos-blancos-del-puerto-walter-rios-ultimas-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:41|Quién|¿Quién fue el enmascarado que llevó la antorcha en la inauguración de los Juegos Olímpicos París 2024?|Esta misteriosa figura fue la más destacada en la ceremonia de inauguración de los Juegos Olímpicos París 2024.|Redacción EC|/respuestas/quien/quien-fue-el-enmascarado-que-llevo-la-antorcha-en-la-inauguracion-de-los-juegos-olimpicos-paris-2024-tdpe-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:37|Tendencias|Campaña “Mi Arepa” distribuirá 5 mil arepas gratis en estos puntos de Lima durante las Fiestas Patrias  |El reconocido Pedro Miguel Schiaffino, chef de La Rosa Náutica, ha creado las recetas de arepas que fusionan las cocinas venezolana y peruana y q...|Redacción EC|/provecho/tendencias/campana-mi-arepa-distribuira-5-mil-arepas-gratis-durante-las-fiestas-patrias-conoce-los-puntos-y-fechas-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:21|Críticas|"“The Bear” 3: la temporada más irregular solo puede anticiparnos que el final está cerca | RESEÑA"|La serie creada por Christopher Storer trastabilla en su (aparente) intento por generar una idea distinta en cada uno de sus 10 episodios. Vimos ...|Redacción EC|/saltar-intro/criticas/the-bear-3-la-temporada-mas-irregular-solo-puede-anticiparnos-que-el-final-esta-cerca-resena-el-oso-review-resumen-fx-espana-argentina-video-review-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:10|Fútbol peruano|Con el Tunche más guerrero y un Concha letal: por qué la U remontó a Alianza para hacer honores a su centenario|Un movimiento táctico de Fabián Bustos fue determinante para que Universitario logre voltear 2-1 el partido a Alianza Lima. Al técnico crema le f...|Jasson Curi Chang|/deporte-total/futbol-peruano/universitario-con-el-tunche-rivera-mas-guerrero-y-un-jairo-concha-letal-por-que-la-u-remonto-a-alianza-lima-para-hacer-honores-a-su-centenario-liga-1-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:08|Actualidad|El renacer de la libertad: la historia de cómo se vivió la confiscación de los diarios en la época de Juan Velasco Alvarado|La libertad de expresión solo volvió tras reestablecerse la democracia en 1980. En ese interín, hubo una serie de atropellos, deportaciones  y su...|Alexander Villarroel Zurita|/politica/actualidad/el-renacer-de-la-libertad-la-historia-de-como-se-vivio-la-confiscacion-de-los-diarios-en-la-epoca-de-juan-velasco-alvarado-dictadura-militar-francisco-morales-bermudez-el-comercio-la-prensa-opinion-libre-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|20:08|Fútbol peruano|"Resumen Cristal - Cienciano por Liga 1 | VIDEO"|Sporting Cristal derrotó 5-1 a Cienciano en el estadio Alberto Gallardo por la jornada 3 del Clausura 2024|Redacción EC|/deporte-total/futbol-peruano/liga-1-max-en-vivo-donde-ver-cristal-vs-cienciano-gratis-hoy-por-internet-via-futbol-libre-l1-max-directv-claro-dgo-l1-play-fanatiz-zapping-horario-y-que-canal-pasa-tv-online-video-noticia/|20|2024-07-30 00:16:03.069087
27/07/2024|19:59|A que Hora|Corte de Agua en Lima HOY, 27 de julio: ¿A qué hora se restablece el servicio en los distritos afectados?|Sedapal señaló la suspensión del servicio en distintos distritos para realizar trabajos de mantenimiento|Redacción EC|/respuestas/a-que-hora/corte-de-agua-en-lima-el-25-y-27-de-julio-revisa-los-distrios-zonas-afectadas-y-a-que-hora-restablece-el-servicio-segun-sedapal-comunicado-tdpe-noticia/|19|2024-07-30 00:16:03.069087
27/07/2024|19:59|Venezuela|Venezuela: Nicolás Maduro reitera promesas en la víspera de los comicios pese a prohibición por ley electoral|El pasado jueves venció el plazo para la campaña, tras lo que también está prohibido hacer proselitismo y arengas políticas.|Agencia EFE|/mundo/venezuela/elecciones-venezuela-2024-nicolas-maduro-reitera-promesas-en-la-vispera-de-los-comicios-pese-a-prohibicion-por-ley-electoral-edmundo-gonzalez-cne-ultimas-noticia/|19|2024-07-30 00:16:03.069087
27/07/2024|19:58|Por qué|¿Por qué Kimberly García no estuvo junto a la delegación peruana en la inauguración de los Juegos Olímpicos París 2024?|Conoce el motivo tras la ausencia de una de nuestras representantes en los Juegos Olímpicos París 2024.|Redacción EC|/respuestas/por-que/por-que-kimberly-garcia-no-estuvo-junto-a-la-delegacion-peruana-en-la-inauguracion-de-los-juegos-olimpicos-paris-2024-tdpe-noticia/|19|2024-07-30 00:16:03.069087
27/07/2024|19:40|Cual|¿Cuáles son las funciones de Natalia Málaga y Leyla Chihuán en los Juegos Olímpicos París 2024 como parte de la delegación peruana?|Leyla Chihuán y Natalia Málaga estarán presentes en los Juegos Olímpicos París 2024. Descubre las funciones que cumplirán.|Redacción EC|/respuestas/cual/cuales-son-las-funciones-de-natalia-malaga-y-leyla-chihuan-en-los-juegos-olimpicos-paris-2024-como-parte-de-la-delegacion-peruana-tdpe-noticia/|19|2024-07-30 00:16:03.069087
